Product_Name,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Product_Size,Skin_Type,Gender_Target,Packaging_Type,Main_Ingredient,Cruelty_Free,Country_of_Origin
Perfect Highlighter,Make Up For Ever,Setting Spray,Daily,91.09,4.3,1274,200,Normal,Female,Compact,Vitamin C,TRUE,South Korea
Ultra Moisturizer,NARS,Moisturizer,Daily,139.14,4.5,5115,50,Dry,Unisex,Spray,Aloe Vera,FALSE,South Korea
Super Exfoliator,Urban Decay,Mascara,Weekly,77.87,4.4,998,100,Dry,Unisex,Tube,Hyaluronic Acid,FALSE,Italy
Magic Concealer,Kylie Cosmetics,Lip Liner,Weekly,117.79,3.3,7735,30,Dry,Male,Spray,Aloe Vera,TRUE,South Korea
Ultra Powder,Kiehls,Setting Spray,Daily,80.96,2.4,1905,30,Sensitive,Unisex,Compact,Hyaluronic Acid,TRUE,USA
Ultra Makeup Remover,IT Cosmetics,Setting Spray,Monthly,116.99,1.3,6956,200,Oily,Female,Bottle,Glycerin,TRUE,Japan
Magic Highlighter,Patrick Ta,Primer,Monthly,55.04,4.9,5010,200,Sensitive,Female,Spray,Retinol,TRUE,Japan
Magic CC Cream,Drunk Elephant,Mascara,Occasional,48.61,4.2,1291,150,Normal,Male,Bottle,Vitamin C,FALSE,Italy
Divine Lipstick,Perricone MD,Lip Gloss,Monthly,148.08,1,9970,250,Sensitive,Female,Compact,Aloe Vera,FALSE,Italy
Super Face Mask,Natasha Denona,Highlighter,Weekly,92.38,3.6,3617,200,Combination,Unisex,Bottle,Glycerin,TRUE,France
Divine Lipstick,Elf,Face Oil,Daily,95.44,1.8,1953,30,Oily,Male,Spray,Hyaluronic Acid,TRUE,UK
Super Setting Spray,Shiseido,Eyeliner,Occasional,96.37,2.9,1498,200,Combination,Male,Jar,Aloe Vera,TRUE,Japan
Magic Concealer,IT Cosmetics,Powder,Weekly,112.15,2.9,7976,30,Sensitive,Male,Compact,Salicylic Acid,TRUE,Germany
Divine Exfoliator,Bourjois,Setting Spray,Monthly,102.31,4.8,6946,30,Dry,Unisex,Jar,Glycerin,FALSE,Japan
Super Moisturizer,RMS Beauty,Cleanser,Daily,141.92,1.4,1720,30,Oily,Male,Jar,Retinol,FALSE,Australia
Ultra Eyeliner,Perricone MD,Lipstick,Weekly,105.06,1.5,2990,200,Dry,Male,Compact,Hyaluronic Acid,FALSE,Italy
Magic Foundation,Hourglass,Lip Liner,Daily,12.67,3.3,4241,150,Combination,Female,Stick,Glycerin,FALSE,UK
Super Face Mask,RMS Beauty,Setting Spray,Monthly,121.08,2.5,3715,200,Oily,Male,Stick,Vitamin C,TRUE,France
Super CC Cream,RMS Beauty,BB Cream,Weekly,47.68,4.1,2330,50,Normal,Female,Bottle,Retinol,FALSE,Australia
Divine Face Mask,Milk Makeup,Contour,Daily,112.12,4.8,5595,200,Sensitive,Female,Compact,Salicylic Acid,FALSE,South Korea
Divine Powder,Farsali,Lip Gloss,Daily,62.64,3.4,7005,200,Oily,Female,Tube,Hyaluronic Acid,FALSE,South Korea
Ultra Lipstick,Yves Saint Laurent,Lip Liner,Daily,73.42,2.2,7673,200,Dry,Unisex,Tube,Retinol,FALSE,South Korea
Perfect Lipstick,Danessa Myricks,Cleanser,Monthly,100.62,4.6,8420,50,Sensitive,Unisex,Spray,Shea Butter,TRUE,France
Perfect Mascara,Danessa Myricks,Lipstick,Monthly,89.46,4,6586,100,Normal,Unisex,Bottle,Salicylic Acid,FALSE,USA
Ultra Highlighter,Bite Beauty,Exfoliator,Monthly,40.34,2.7,4224,150,Dry,Male,Spray,Shea Butter,TRUE,UK
Perfect CC Cream,Fenty Beauty,Lip Liner,Weekly,116.12,2.7,3463,100,Sensitive,Unisex,Stick,Shea Butter,TRUE,Japan
Divine Setting Spray,Bobby Brown,Primer,Monthly,39.7,1.4,4592,250,Oily,Female,Tube,Glycerin,FALSE,South Korea
Divine Eye Shadow,Tarte,Face Oil,Daily,98.54,3.8,5718,100,Sensitive,Unisex,Bottle,Glycerin,FALSE,UK
Ultra Cleanser,Morphe,Eye Shadow,Occasional,109.03,3.8,7214,30,Dry,Female,Compact,Glycerin,FALSE,Germany
Divine CC Cream,RMS Beauty,Cleanser,Daily,103.64,4.6,128,150,Combination,Male,Bottle,Aloe Vera,FALSE,Germany
Magic Blush,Laura Mercier,Blush,Daily,143.05,1.1,8648,250,Sensitive,Male,Jar,Glycerin,TRUE,UK
Perfect Moisturizer,Huda Beauty,Lipstick,Daily,71.52,2.8,8567,100,Dry,Female,Bottle,Glycerin,FALSE,Italy
Ultra Face Oil,Kylie Cosmetics,Exfoliator,Occasional,110.5,3.5,7624,250,Sensitive,Male,Stick,Vitamin C,TRUE,UK
Super Lip Liner,Yves Saint Laurent,Exfoliator,Weekly,88.05,3.9,5784,250,Dry,Female,Bottle,Glycerin,TRUE,Germany
Divine Concealer,Farsali,Setting Spray,Weekly,90.26,4,6565,200,Combination,Female,Spray,Glycerin,FALSE,South Korea
Perfect Setting Spray,Bourjois,Setting Spray,Daily,79.83,2.6,9186,100,Sensitive,Unisex,Jar,Shea Butter,FALSE,South Korea
Magic Makeup Remover,ColourPop,Contour,Occasional,79.17,4.2,6018,250,Dry,Female,Spray,Salicylic Acid,TRUE,France
Divine Powder,Juvias Place,CC Cream,Daily,25.66,3.9,3478,100,Dry,Unisex,Stick,Vitamin C,FALSE,Italy
Divine Lip Liner,Perricone MD,Primer,Weekly,71.68,1.8,9481,30,Sensitive,Male,Stick,Hyaluronic Acid,TRUE,South Korea
Magic Concealer,ColourPop,Moisturizer,Weekly,31.35,3,2890,250,Combination,Unisex,Bottle,Aloe Vera,FALSE,Germany
Magic Mascara,Yves Saint Laurent,Bronzer,Monthly,132.63,2.1,9746,50,Sensitive,Male,Tube,Shea Butter,FALSE,Japan
Ultra Lipstick,Huda Beauty,Moisturizer,Monthly,46.65,3.7,9412,250,Combination,Male,Stick,Aloe Vera,FALSE,Germany
Perfect Eye Shadow,Tatcha,Setting Spray,Daily,43.17,2.5,2827,30,Sensitive,Unisex,Compact,Aloe Vera,TRUE,South Korea
Perfect Contour,Bourjois,Exfoliator,Occasional,84.75,4.4,9376,50,Sensitive,Female,Bottle,Salicylic Acid,TRUE,Germany
Super Foundation,Pat McGrath Labs,Moisturizer,Monthly,142.09,2.7,8293,200,Normal,Male,Tube,Glycerin,FALSE,UK
Divine Lip Liner,Natasha Denona,Contour,Occasional,45.91,1.7,742,100,Normal,Male,Compact,Salicylic Acid,TRUE,USA
Super Contour,Bourjois,Bronzer,Monthly,51.12,2.6,3125,50,Dry,Male,Stick,Vitamin C,FALSE,France
Divine Contour,Bourjois,Exfoliator,Daily,34.31,4.4,7222,200,Oily,Female,Compact,Retinol,TRUE,USA
Ultra Bronzer,Tarte,Exfoliator,Daily,17.18,4.7,345,250,Combination,Male,Bottle,Shea Butter,FALSE,Japan
Super Powder,Rare Beauty,Bronzer,Monthly,38.65,3.7,4948,250,Combination,Female,Jar,Aloe Vera,TRUE,France
Divine Bronzer,RMS Beauty,Concealer,Monthly,46.2,3,9119,200,Combination,Male,Tube,Retinol,TRUE,UK
Magic Face Oil,Too Faced,Setting Spray,Monthly,64.5,4.7,7643,200,Dry,Male,Compact,Retinol,FALSE,Germany
Divine Highlighter,RMS Beauty,Blush,Occasional,141.59,4.5,5524,200,Sensitive,Female,Stick,Salicylic Acid,TRUE,France
Ultra Moisturizer,Yves Saint Laurent,Lip Liner,Weekly,23.94,2.8,9697,250,Oily,Male,Bottle,Salicylic Acid,TRUE,Japan
Ultra Blush,Natasha Denona,Exfoliator,Occasional,72.2,4.5,7159,100,Normal,Female,Compact,Hyaluronic Acid,FALSE,France
Perfect Face Oil,Make Up For Ever,Concealer,Occasional,21.15,2,1992,100,Oily,Male,Compact,Vitamin C,FALSE,Germany
Ultra Blush,Kiehls,Cleanser,Occasional,72.87,1.1,4940,100,Combination,Unisex,Tube,Glycerin,FALSE,Japan
Ultra BB Cream,Natasha Denona,Contour,Weekly,145.49,3.1,6594,50,Dry,Male,Spray,Aloe Vera,TRUE,Italy
Perfect Lip Gloss,Juvias Place,Eyeliner,Occasional,11.11,1.8,2725,100,Normal,Female,Compact,Glycerin,TRUE,USA
Perfect Blush,RMS Beauty,Makeup Remover,Monthly,50.85,1.3,4790,50,Dry,Unisex,Spray,Salicylic Acid,TRUE,UK
Divine Eye Shadow,Hourglass,Contour,Monthly,126.65,4.7,9458,50,Dry,Male,Tube,Retinol,TRUE,Japan
Magic Face Oil,Juvias Place,Lip Liner,Weekly,147.69,1.7,6041,50,Combination,Female,Stick,Glycerin,FALSE,Australia
Ultra Lip Gloss,Natasha Denona,Serum,Monthly,74.81,2.7,4958,150,Combination,Female,Compact,Vitamin C,FALSE,South Korea
Divine Blush,Becca,Exfoliator,Weekly,88.12,2,9871,100,Dry,Female,Compact,Salicylic Acid,TRUE,South Korea
Divine Lipstick,Anastasia Beverly Hills,Setting Spray,Daily,61.23,4.7,1559,150,Combination,Unisex,Compact,Shea Butter,FALSE,UK
Magic Face Mask,Pat McGrath Labs,Lipstick,Weekly,36.81,4.4,6463,200,Normal,Female,Tube,Shea Butter,TRUE,South Korea
Super CC Cream,Shiseido,Exfoliator,Weekly,52.38,1.8,9295,150,Oily,Unisex,Jar,Hyaluronic Acid,FALSE,France
Perfect Serum,Patrick Ta,Lip Liner,Daily,32.17,4.6,5247,150,Normal,Female,Tube,Retinol,FALSE,USA
Magic Makeup Remover,Drunk Elephant,Face Mask,Occasional,20.13,2.8,5401,200,Normal,Unisex,Compact,Glycerin,TRUE,UK
Ultra Lipstick,Hourglass,Eyeliner,Daily,14.27,3.3,3191,150,Sensitive,Male,Bottle,Shea Butter,FALSE,Germany
Magic Exfoliator,Farsali,Lip Liner,Weekly,21.84,2.3,5160,50,Dry,Male,Spray,Salicylic Acid,TRUE,Japan
Perfect Mascara,Natasha Denona,Bronzer,Daily,22.89,3.2,6587,100,Dry,Unisex,Jar,Salicylic Acid,TRUE,Japan
Divine Makeup Remover,NARS,Primer,Daily,131.37,3.1,7038,150,Dry,Male,Stick,Shea Butter,FALSE,UK
Divine Highlighter,Laura Mercier,Eye Shadow,Weekly,27.36,4.9,4568,200,Normal,Female,Compact,Salicylic Acid,TRUE,Japan
Divine Face Mask,NARS,Eye Shadow,Monthly,139.59,4.4,5904,100,Combination,Female,Stick,Shea Butter,FALSE,Australia
Divine Eye Shadow,Milk Makeup,Lipstick,Occasional,93.44,4.3,5409,30,Combination,Male,Jar,Glycerin,FALSE,Australia
Ultra Primer,Rare Beauty,Bronzer,Weekly,124.4,2.2,5587,200,Sensitive,Unisex,Jar,Aloe Vera,TRUE,Japan
Ultra Concealer,Glossier,Lip Gloss,Monthly,47.62,3,3164,200,Normal,Female,Spray,Glycerin,TRUE,USA
Super Concealer,Drunk Elephant,Lipstick,Weekly,62.65,1.6,5415,100,Combination,Female,Tube,Shea Butter,FALSE,Germany
Super Foundation,Rare Beauty,Face Mask,Daily,28.91,1.8,4934,250,Normal,Female,Bottle,Aloe Vera,TRUE,Japan
Perfect Cleanser,Clinique,Powder,Daily,136.43,3.8,5230,250,Combination,Female,Jar,Glycerin,FALSE,Australia
Divine Mascara,Hourglass,Lip Liner,Daily,134.86,1.8,4220,150,Combination,Unisex,Tube,Aloe Vera,TRUE,Germany
Magic Exfoliator,Tatcha,Powder,Monthly,78.38,4.2,8995,50,Dry,Female,Bottle,Hyaluronic Acid,TRUE,France
Divine Serum,Bourjois,Eye Shadow,Occasional,112.83,1.8,1875,150,Sensitive,Male,Spray,Glycerin,FALSE,Italy
Divine Concealer,Farsali,Eyeliner,Monthly,138.95,1.2,7937,30,Normal,Female,Jar,Aloe Vera,TRUE,South Korea
Super Face Mask,Shiseido,Eyeliner,Monthly,105.67,1.1,9185,150,Oily,Unisex,Tube,Retinol,TRUE,Japan
Ultra Face Oil,Shiseido,Cleanser,Weekly,22.35,3.2,2455,30,Sensitive,Male,Compact,Hyaluronic Acid,TRUE,Australia
Divine Makeup Remover,Urban Decay,Primer,Occasional,112.53,1.6,7973,150,Dry,Female,Stick,Vitamin C,FALSE,South Korea
Super Powder,NARS,Exfoliator,Weekly,122.04,1.5,6197,100,Dry,Female,Tube,Glycerin,TRUE,USA
Super Lip Liner,Hourglass,BB Cream,Monthly,57.54,4.2,684,200,Oily,Unisex,Bottle,Retinol,FALSE,South Korea
Ultra Cleanser,IT Cosmetics,Concealer,Weekly,97.29,3.6,4846,200,Normal,Male,Bottle,Salicylic Acid,FALSE,Germany
Magic Foundation,Morphe,BB Cream,Occasional,77.03,3,4195,50,Sensitive,Female,Bottle,Hyaluronic Acid,TRUE,USA
Super Concealer,Milk Makeup,Eye Shadow,Monthly,125.56,1.8,6714,200,Oily,Female,Spray,Aloe Vera,TRUE,Australia
Magic Makeup Remover,Bite Beauty,Eye Shadow,Weekly,27.17,2.7,3394,150,Oily,Male,Spray,Glycerin,FALSE,Japan
Perfect Foundation,Kiehls,Makeup Remover,Daily,55.87,1.1,7749,30,Sensitive,Unisex,Spray,Hyaluronic Acid,FALSE,UK
Ultra Setting Spray,Glossier,CC Cream,Daily,65.4,2.5,6809,200,Oily,Male,Spray,Aloe Vera,TRUE,UK
Ultra Primer,Charlotte Tilbury,Face Oil,Occasional,70.79,2.5,9448,100,Combination,Female,Bottle,Shea Butter,TRUE,Japan
Super Bronzer,Drunk Elephant,Powder,Monthly,56.4,3.6,4412,200,Normal,Male,Spray,Shea Butter,FALSE,Germany
Super Serum,Too Faced,Eye Shadow,Daily,49.46,4.6,4389,30,Dry,Female,Spray,Retinol,FALSE,Italy
Perfect Mascara,NARS,Face Mask,Daily,144.44,3.1,3855,30,Combination,Female,Tube,Hyaluronic Acid,TRUE,Australia
Perfect Eye Shadow,Charlotte Tilbury,Concealer,Occasional,105.17,3.3,3793,250,Sensitive,Female,Stick,Vitamin C,TRUE,Australia
Divine Lip Liner,Charlotte Tilbury,Highlighter,Weekly,74.42,1.1,5536,50,Combination,Unisex,Compact,Salicylic Acid,FALSE,Italy
Perfect Eye Shadow,Bourjois,Mascara,Monthly,133.74,4.2,5884,50,Normal,Male,Spray,Shea Butter,FALSE,Italy
Super Blush,Danessa Myricks,Moisturizer,Occasional,36.66,1.4,4916,150,Combination,Male,Jar,Shea Butter,FALSE,Australia
Divine Powder,Too Faced,Serum,Weekly,25.15,3.5,2930,30,Sensitive,Unisex,Stick,Retinol,FALSE,Germany
Magic Concealer,Anastasia Beverly Hills,CC Cream,Daily,44.04,4.5,9663,50,Combination,Female,Jar,Hyaluronic Acid,FALSE,Italy
Magic Foundation,Tatcha,CC Cream,Daily,104.15,4.4,4995,50,Combination,Unisex,Stick,Vitamin C,FALSE,Japan
Magic Serum,Charlotte Tilbury,Mascara,Weekly,99.87,3.9,6044,250,Normal,Female,Stick,Aloe Vera,FALSE,South Korea
Perfect Contour,Bourjois,Moisturizer,Daily,120.61,1.7,3093,100,Dry,Male,Stick,Retinol,FALSE,Germany
Perfect Foundation,KVD Beauty,Concealer,Monthly,10.94,2.9,2371,50,Sensitive,Female,Tube,Retinol,FALSE,Australia
Perfect Setting Spray,Morphe,Concealer,Weekly,33.31,3.4,1840,150,Dry,Female,Bottle,Shea Butter,FALSE,UK
Super Concealer,Drunk Elephant,Moisturizer,Daily,80.79,4.5,2881,30,Sensitive,Male,Stick,Retinol,FALSE,UK
Ultra Exfoliator,Bobby Brown,Powder,Weekly,39.02,3.6,947,100,Normal,Female,Spray,Retinol,TRUE,France
Ultra Face Mask,Make Up For Ever,Face Oil,Occasional,13.2,3.5,6355,200,Sensitive,Unisex,Stick,Hyaluronic Acid,FALSE,Japan
Magic Setting Spray,Tatcha,Face Oil,Weekly,16.62,1.5,8991,30,Combination,Female,Tube,Hyaluronic Acid,TRUE,USA
Super Cleanser,Urban Decay,Foundation,Occasional,19.25,2.3,941,30,Dry,Female,Compact,Glycerin,FALSE,Italy
Divine Serum,Bite Beauty,Lip Liner,Occasional,40.57,2,260,30,Sensitive,Male,Spray,Salicylic Acid,FALSE,Australia
Divine Primer,Farsali,Face Mask,Monthly,28.27,4.1,2011,250,Sensitive,Unisex,Spray,Retinol,FALSE,Japan
Ultra Bronzer,Morphe,Blush,Monthly,87.88,2.4,3836,250,Dry,Male,Tube,Aloe Vera,TRUE,Germany
Magic Bronzer,Bobby Brown,Blush,Monthly,103.02,4,7720,100,Oily,Unisex,Jar,Shea Butter,TRUE,South Korea
Ultra Eyeliner,Elf,Exfoliator,Occasional,132.84,4.7,6081,250,Dry,Unisex,Stick,Vitamin C,TRUE,Japan
Ultra Setting Spray,ColourPop,CC Cream,Weekly,71.54,1.9,7795,100,Combination,Female,Spray,Glycerin,FALSE,UK
Perfect Serum,Clinique,Serum,Daily,73.56,2.6,2185,200,Sensitive,Unisex,Spray,Shea Butter,FALSE,Japan
Magic Face Mask,Charlotte Tilbury,Makeup Remover,Weekly,116.87,2.6,8801,150,Sensitive,Male,Compact,Hyaluronic Acid,FALSE,Germany
Ultra BB Cream,Pat McGrath Labs,Highlighter,Weekly,127.86,4.5,8117,250,Dry,Male,Tube,Aloe Vera,FALSE,UK
Magic Face Oil,Yves Saint Laurent,Eyeliner,Daily,143.78,4.5,7217,150,Oily,Male,Jar,Aloe Vera,TRUE,Italy
Magic Contour,Milk Makeup,Concealer,Daily,94.93,4.3,5101,250,Normal,Male,Jar,Vitamin C,FALSE,France
Divine Foundation,Tarte,Blush,Monthly,138.54,1.8,2335,30,Oily,Female,Compact,Retinol,TRUE,Germany
Perfect Primer,Tarte,Contour,Monthly,118.12,1.5,6706,200,Dry,Male,Jar,Glycerin,TRUE,Italy
Magic Serum,Bourjois,Concealer,Monthly,43.66,1.1,7557,250,Dry,Female,Stick,Glycerin,TRUE,Australia
Ultra Eye Shadow,Ilia Beauty,Primer,Occasional,17.89,3.6,4035,100,Dry,Male,Stick,Vitamin C,TRUE,Australia
Divine Lip Gloss,Hourglass,Primer,Daily,56.69,2.1,6112,100,Sensitive,Female,Jar,Retinol,FALSE,South Korea
Perfect Contour,Clinique,Powder,Occasional,130.91,2.6,7808,100,Oily,Unisex,Stick,Vitamin C,FALSE,Japan
Divine Face Mask,Bobby Brown,Eye Shadow,Monthly,82.01,2.3,6674,250,Sensitive,Male,Jar,Aloe Vera,FALSE,Italy
Magic Primer,Hourglass,Lip Gloss,Weekly,51.67,1.6,1961,200,Dry,Male,Stick,Retinol,TRUE,France
Magic Mascara,NARS,Face Mask,Weekly,31.14,2.5,8618,100,Sensitive,Male,Bottle,Shea Butter,TRUE,Italy
Magic CC Cream,Danessa Myricks,Eyeliner,Occasional,15.76,3.8,9386,200,Normal,Female,Tube,Salicylic Acid,FALSE,Germany
Divine Makeup Remover,Milk Makeup,Foundation,Weekly,66.83,4.3,5240,200,Dry,Male,Compact,Glycerin,TRUE,Australia
Magic Face Mask,Bourjois,Contour,Weekly,24.08,1.5,4993,250,Normal,Unisex,Compact,Retinol,FALSE,Japan
Perfect Cleanser,Charlotte Tilbury,Lip Gloss,Daily,54.62,2.5,6565,100,Normal,Female,Jar,Vitamin C,TRUE,Japan
Divine Mascara,Tatcha,Primer,Weekly,94.67,3.1,7318,150,Dry,Male,Stick,Salicylic Acid,TRUE,Australia
Magic Exfoliator,Milk Makeup,Powder,Weekly,89.23,3.7,4102,200,Normal,Unisex,Jar,Aloe Vera,TRUE,Australia
Magic Bronzer,Kylie Cosmetics,Concealer,Occasional,19,2.6,6650,150,Normal,Unisex,Tube,Salicylic Acid,TRUE,South Korea
Super Face Mask,Anastasia Beverly Hills,Eye Shadow,Occasional,50.51,2.1,9048,150,Dry,Unisex,Jar,Aloe Vera,FALSE,South Korea
Perfect Bronzer,Anastasia Beverly Hills,Eye Shadow,Monthly,45.56,3.4,8739,250,Dry,Male,Tube,Hyaluronic Acid,FALSE,UK
Magic Moisturizer,Morphe,Lipstick,Monthly,125.24,1.4,2079,30,Combination,Female,Jar,Aloe Vera,FALSE,Italy
Perfect Mascara,Patrick Ta,Face Mask,Daily,145.71,3.3,3535,200,Normal,Female,Tube,Shea Butter,TRUE,Germany
Magic Cleanser,Becca,Primer,Occasional,13.37,3,2144,100,Dry,Male,Stick,Salicylic Acid,TRUE,Italy
Ultra Eye Shadow,Yves Saint Laurent,BB Cream,Occasional,19,1.5,5618,200,Combination,Unisex,Tube,Salicylic Acid,FALSE,USA
Perfect Lip Liner,IT Cosmetics,Face Mask,Weekly,49.54,2.1,1497,250,Combination,Female,Compact,Shea Butter,TRUE,France
Ultra Concealer,Too Faced,Face Oil,Monthly,127.44,2.5,2283,50,Combination,Male,Compact,Retinol,TRUE,USA
Magic Lip Gloss,Elf,Moisturizer,Weekly,68.68,1.4,1418,30,Combination,Unisex,Tube,Salicylic Acid,TRUE,USA
Perfect Eye Shadow,NARS,Eye Shadow,Occasional,97.68,2.2,659,250,Normal,Unisex,Jar,Salicylic Acid,TRUE,Australia
Magic Face Oil,Rare Beauty,Highlighter,Monthly,48.4,2.9,2326,50,Combination,Male,Compact,Vitamin C,TRUE,Australia
Magic Face Mask,Fenty Beauty,Makeup Remover,Weekly,147.52,4.1,3490,50,Normal,Female,Bottle,Salicylic Acid,TRUE,Japan
Super Concealer,Elf,Primer,Daily,134.11,2.3,3256,30,Normal,Female,Bottle,Glycerin,TRUE,South Korea
Super Eyeliner,Drunk Elephant,CC Cream,Weekly,31.69,1.5,7296,200,Normal,Unisex,Spray,Hyaluronic Acid,FALSE,Japan
Divine Moisturizer,Natasha Denona,Makeup Remover,Occasional,71.31,2,6240,30,Combination,Unisex,Bottle,Glycerin,FALSE,Australia
Ultra Face Mask,Elf,Concealer,Weekly,61.3,1.8,7879,50,Sensitive,Male,Spray,Retinol,FALSE,Germany
Ultra Moisturizer,Make Up For Ever,Lipstick,Weekly,106.64,2.8,4363,50,Sensitive,Female,Tube,Aloe Vera,FALSE,Australia
Divine Serum,NARS,Blush,Monthly,33.16,1.1,9708,150,Oily,Unisex,Stick,Glycerin,TRUE,Italy
Divine Exfoliator,Pat McGrath Labs,Lip Liner,Daily,84.46,3.5,8224,30,Combination,Unisex,Stick,Salicylic Acid,TRUE,Italy
Perfect Concealer,RMS Beauty,Highlighter,Weekly,35.35,1.3,3663,200,Oily,Male,Spray,Hyaluronic Acid,TRUE,USA
Ultra Exfoliator,Too Faced,Face Mask,Weekly,87.39,1.6,5819,30,Combination,Unisex,Spray,Salicylic Acid,FALSE,Australia
Perfect Contour,Natasha Denona,Powder,Monthly,14.39,4.4,1936,100,Normal,Female,Spray,Shea Butter,FALSE,South Korea
Magic Serum,Patrick Ta,Eyeliner,Weekly,53.68,2.6,6055,250,Normal,Female,Tube,Vitamin C,TRUE,UK
Ultra CC Cream,Fenty Beauty,Cleanser,Occasional,62.23,1.3,8171,150,Normal,Female,Stick,Shea Butter,TRUE,USA
Divine Lipstick,Tatcha,Bronzer,Daily,135.8,4.6,7976,200,Dry,Unisex,Tube,Vitamin C,TRUE,UK
Divine Highlighter,Hourglass,Cleanser,Weekly,91.44,4.8,2054,30,Combination,Male,Stick,Retinol,FALSE,Australia
Divine Lipstick,Clinique,Lip Liner,Occasional,137.42,2.7,6925,250,Dry,Unisex,Spray,Glycerin,TRUE,Germany
Perfect Moisturizer,Clinique,Concealer,Daily,82.1,2,5354,50,Combination,Unisex,Stick,Shea Butter,FALSE,Japan
Divine Exfoliator,Tarte,Powder,Occasional,61.26,1.1,1549,250,Sensitive,Unisex,Compact,Hyaluronic Acid,FALSE,Australia
Super Primer,Rare Beauty,Primer,Weekly,107.48,1.8,8959,50,Oily,Unisex,Jar,Retinol,TRUE,Japan
Magic Lipstick,RMS Beauty,Face Oil,Weekly,135.5,3.1,9628,50,Oily,Male,Spray,Shea Butter,TRUE,France
Magic Face Mask,Elf,Primer,Weekly,81.97,2,9344,100,Sensitive,Female,Spray,Salicylic Acid,TRUE,South Korea
Ultra CC Cream,Shiseido,Mascara,Weekly,39.88,3.5,5543,100,Combination,Male,Jar,Vitamin C,TRUE,Italy
Divine Moisturizer,IT Cosmetics,Powder,Occasional,14.69,1.3,5467,200,Dry,Male,Bottle,Salicylic Acid,FALSE,USA
Ultra Setting Spray,IT Cosmetics,Eyeliner,Daily,82.04,4.6,7711,50,Dry,Male,Tube,Vitamin C,FALSE,UK
Divine Exfoliator,Fenty Beauty,Exfoliator,Monthly,105.09,2.8,7623,250,Sensitive,Male,Bottle,Salicylic Acid,FALSE,Germany
Magic Mascara,Shiseido,Lip Liner,Weekly,78.34,2.9,1508,200,Dry,Male,Tube,Salicylic Acid,FALSE,Italy
Super Foundation,Farsali,Makeup Remover,Daily,114.28,2.6,5907,50,Normal,Female,Bottle,Shea Butter,FALSE,South Korea
Ultra Eye Shadow,KVD Beauty,Eye Shadow,Daily,64.83,2,4660,30,Dry,Unisex,Compact,Salicylic Acid,TRUE,USA
Ultra Concealer,IT Cosmetics,BB Cream,Weekly,99.86,3.9,5110,200,Combination,Male,Bottle,Vitamin C,FALSE,Australia
Super CC Cream,KVD Beauty,Mascara,Daily,20.76,4.9,4559,50,Dry,Unisex,Jar,Aloe Vera,FALSE,Australia
Super Primer,Danessa Myricks,Highlighter,Monthly,48.14,3.7,5221,100,Normal,Male,Stick,Hyaluronic Acid,FALSE,Italy
Super Eyeliner,Milk Makeup,Blush,Daily,83.45,4.5,9451,250,Sensitive,Unisex,Compact,Salicylic Acid,TRUE,Australia
Perfect CC Cream,Tarte,Mascara,Weekly,118.09,4.6,8097,150,Combination,Female,Bottle,Vitamin C,FALSE,UK
Perfect Cleanser,Laura Mercier,Eye Shadow,Monthly,119.86,1.6,3929,200,Oily,Female,Spray,Shea Butter,FALSE,Australia
Super Highlighter,Pat McGrath Labs,BB Cream,Monthly,81.73,3.7,2884,250,Combination,Unisex,Tube,Aloe Vera,FALSE,Germany
Ultra Concealer,Urban Decay,Lip Liner,Monthly,37.39,4.4,3650,150,Combination,Female,Stick,Retinol,TRUE,Germany
Super Contour,Hourglass,Face Oil,Daily,53.54,4.2,1058,250,Dry,Male,Tube,Hyaluronic Acid,FALSE,USA
Ultra Eyeliner,Patrick Ta,Lip Gloss,Occasional,35.77,1.5,7976,100,Combination,Female,Compact,Vitamin C,TRUE,Italy
Divine CC Cream,Hourglass,Lip Gloss,Daily,130,1.9,4485,250,Sensitive,Unisex,Bottle,Retinol,TRUE,France
Ultra BB Cream,Bobby Brown,Cleanser,Daily,27.48,2.7,9261,200,Sensitive,Unisex,Tube,Shea Butter,TRUE,UK
Divine Exfoliator,RMS Beauty,Bronzer,Monthly,69.23,3.9,7167,150,Combination,Female,Compact,Hyaluronic Acid,TRUE,France
Perfect Lip Liner,Bourjois,Primer,Weekly,59.03,4.4,3936,50,Dry,Male,Spray,Salicylic Acid,TRUE,UK
Ultra Cleanser,Kiehls,Makeup Remover,Daily,14.32,3.7,1273,150,Combination,Unisex,Spray,Aloe Vera,TRUE,UK
Divine CC Cream,NARS,Mascara,Weekly,60.79,2.6,2743,150,Oily,Female,Bottle,Salicylic Acid,FALSE,Italy
Magic Mascara,ColourPop,Setting Spray,Occasional,33.87,3.1,4858,100,Normal,Male,Compact,Vitamin C,FALSE,USA
Super Bronzer,Milk Makeup,Face Mask,Daily,121.49,4.1,1671,150,Dry,Unisex,Spray,Aloe Vera,TRUE,South Korea
Super Eye Shadow,ColourPop,Face Mask,Occasional,82.66,2.8,3946,50,Dry,Female,Compact,Vitamin C,FALSE,France
Super Mascara,Hourglass,Serum,Daily,14.43,4.7,9739,50,Sensitive,Male,Jar,Vitamin C,TRUE,Italy
Ultra Foundation,Milk Makeup,Face Mask,Monthly,37.09,3,8039,150,Combination,Female,Spray,Hyaluronic Acid,FALSE,France
